ASV_number:amplicon,ARMS_Koster_VH1_20190527_20200716_MF100_r1,ARMS_Koster_VH1_20190527_20200716_MF500_r1,ARMS_Koster_VH1_20190527_20200716_SF40_r1,ARMS_Koster_VH2_20190527_20200716_MF100_r1,ARMS_Koster_VH2_20190527_20200716_MF500_r1,ARMS_Koster_VH2_20190527_20200716_SF40_r1,ARMS_Koster_VH3_20190527_20200716_MF100_r1,ARMS_Koster_VH3_20190527_20200716_MF500_r1,ARMS_Koster_VH3_20190527_20200716_SF40_r1,ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF500_r1,Classification,TAXON:NCBI_TAX_ID
ASV_32:f6638b521fc822c5a1a6db419f437e13ab5ecf0e,10,0,0,191,0,4,1,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Allantus;Allantus luctifer,Allantus luctifer:621237
ASV_33:bd2d045a0533480bcefd6f1dff5871981de27464,186,0,0,2,0,11,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pandeidae;Leuckartiara;Leuckartiara octona,Leuckartiara octona:13108
ASV_34:716447977511d9ced2fb5c490e947cca21d6829c,0,0,0,0,0,0,0,0,5,302,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Electridae;Conopeum;Conopeum reticulum,Conopeum reticulum:450190
ASV_35:3878147e530d7144134ea682431a6c60ba6becb6,0,0,0,0,0,0,0,0,0,645,Eukaryota;Arthropoda;Insecta;Coleoptera;Leiodidae;Leiodes;Leiodes conjuncta,Leiodes conjuncta:2109426
ASV_36:11e00a0b7846833c5b0fbc0871213b0aa99fd122,1,0,0,188,0,0,1,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Onthophagus;Onthophagus bicallosus,Onthophagus bicallosus:1848760
ASV_37:ee2e8f72820cf9d16ac1473e85ac752926c16ba5,0,0,31,1,1,148,0,0,1,0,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora haswelli,Polydora haswelli:1167211
ASV_38:2639cd4b1726769b1a17d5af06284a48e0c02600,0,0,80,2,0,49,2,0,38,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Aphrophoridae;Aphrophora;Aphrophora maritima,Aphrophora maritima:868254
ASV_39:dcd19bfd186a673f6642c9770fd96d603d9c4b69,0,0,0,0,0,0,0,0,0,241,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea solea,Solea solea:90069
ASV_40:72d1fc8a17a593b983e3ded9f20202fb953ce374,14,4,0,116,11,20,10,4,1,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium variabile,Lithodesmium variabile:1514138
ASV_41:917033f7291becaada824bf8b75cf490dc83ee4e,0,0,0,0,154,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Thoralus;Thoralus cranchii,Thoralus cranchii:576236
ASV_42:37739fde01882f3c2b860e82500b9a1eca59f7d2,175,0,1,13,0,24,0,0,6,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Coenobitidae;Coenobita;Coenobita variabilis,Coenobita variabilis:1547440
ASV_43:47553945b14e63e8ee467174b05f149c97376c28,27,0,19,60,0,45,0,0,6,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amonardia;Amonardia perturbata,Amonardia perturbata:2172668
ASV_44:69b27ebb2baa7330b0980d5c30261eb056742e5b,0,0,4,6,92,99,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Verrucidae;Verruca;Verruca stroemia,Verruca stroemia:164414
ASV_45:771fb60671ec1275e21d4aa2d2a0960517b16166,6,6,25,8,2,22,1,4,66,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Scutelleridae;Augocoris;Augocoris gomesii,Augocoris gomesii:2080387
ASV_46:5866f94ec9f9f626a2f6780184fc5f4a1a1b845c,0,0,2,103,1,199,0,1,25,0,Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia;Aurelia aurita,Aurelia aurita:6145
ASV_47:93363d298e28dace0419e66ce3ed2f043a3bcdb9,6,0,24,164,0,2,10,0,2,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Idiogramma;Idiogramma longicauda,Idiogramma longicauda:2651431
ASV_48:fb1d1c8064c09af57c9e69d95f882bffb2ad64dd,0,0,0,121,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Veneroida;Galeommatidae;Scintilla;Scintilla rosea,Scintilla rosea:1177107
ASV_49:2f4415eb4dbf7795a2fa67061a789fe8dcfa5ea3,0,0,0,255,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Psephenidae;Eubria;Eubria palustris,Eubria palustris:1587466
ASV_50:66da42b94e8822f864e0a9a24dcfa5c34667e7b6,6,2,151,2,0,5,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Scrupocellaria;Scrupocellaria scruposa,Scrupocellaria scruposa:626263
ASV_51:4f148c6565611f767ca777b12ef4d0aa9f9a6dd5,0,0,0,0,0,0,0,0,0,197,Eukaryota;Arthropoda;Insecta;Blattodea;Termitidae;Spinitermes;Spinitermes trispinosus,Spinitermes trispinosus:377990
ASV_52:cc285504def0c3762618d764f09758c2d0b9ef14,0,70,0,40,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformes;Nemacheilidae;Triplophysa;Triplophysa rosa,Triplophysa rosa:992332
ASV_53:c3db2ea5650254476b9c6e46e8183160380be5d4,0,0,0,0,0,0,0,0,0,153,Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Murexia;Murexia habbema,Murexia habbema:418664
ASV_54:7ba031411239507c0432f362868d6a02d5af2436,0,0,1,14,0,211,0,2,25,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia dichotoma,Obelia dichotoma:37520
ASV_55:afe0d50a8284146cdd3c015831f2745d53d69891,4,0,3,0,12,0,1,150,31,0,Eukaryota;Platyhelminthes;Rhabditophora;Polycladida;Pseudocerotidae;Pseudoceros;Pseudoceros goslineri,Pseudoceros goslineri:1932137
ASV_56:e206458886fcd5d62287cd44dddb720608c61cff,122,0,0,4,0,0,17,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Parastenocarididae;Dussartstenocaris;Dussartstenocaris idioxenos,Dussartstenocaris idioxenos:1104526
ASV_57:96ffbc78a678be9b4085176b160b4d7a022fa0a3,0,0,0,81,7,3,1,0,6,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila hirtitarsus,Drosophila hirtitarsus:937286
ASV_58:e354c848ef446bf71d3d748937f90342af001ee7,53,45,0,21,173,3,0,111,11,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Intoshella;Intoshella dictyaulus,Intoshella dictyaulus:2499471
ASV_59:198cf5d1b88f0beb6a6111eb2d70448341ef1a2e,14,0,0,90,0,1,11,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphiura;Amphiura filiformis,Amphiura filiformis:82378
ASV_60:50b0b4250b573e49f6301b89e3c6c45e3b60d41d,2,0,12,5,3,201,5,7,166,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Cryptosulidae;Cryptosula;Cryptosula pallasiana,Cryptosula pallasiana:558755
ASV_61:9bde9ae18ad78f1968d4e2b2de89bcb562b188d6,78,0,1,5,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Colocleora;Colocleora prona,Colocleora prona:2484312
ASV_62:fe37b0b406963c67dfeb8a0788aa85ddcdcdf954,0,0,0,78,35,0,0,0,0,0,Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Psammechinus;Psammechinus miliaris,Psammechinus miliaris:7660
ASV_63:4ffd104e08b6775c719b934cf5a14a786b4576ae,8,0,4,84,0,1,9,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Plectreuridae;Kibramoa;Kibramoa yuma,Kibramoa yuma:440349
ASV_64:fe318e08b1f1060ea5834b0061f381a7adedf2de,0,0,9,0,0,0,0,94,39,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Gonactiniidae;Gonactinia;Gonactinia prolifera,Gonactinia prolifera:1499612
ASV_65:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,0,0,0,0,0,0,0,0,0,84,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Odontosyllis;Odontosyllis freycinetensis,Odontosyllis freycinetensis:1045417
ASV_66:ae6de48d9bbe2f0c31867769c447112ddf5f5eb0,0,0,0,73,0,0,4,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Pontellidae;Pontellopsis;Pontellopsis tenuicauda,Pontellopsis tenuicauda:310554
ASV_67:bc781fe0e74be2b09416d40281692c5cef4de125,1,1,2,65,0,23,4,10,3,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia hudsonica,Acartia hudsonica:198241
ASV_69:809137f2a5fe2bc5d1ee4768fb059fea067acc5d,0,0,0,167,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Amphiascoides;Amphiascoides atopus,Amphiascoides atopus:1352461
ASV_70:b9d045b1536ce68b6be1cbe5679a56cb5feace5e,0,0,0,0,0,61,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Megathymus;Megathymus ursus,Megathymus ursus:1945770
ASV_71:14a8cbeaa10e5008328e4585a863152752ee272d,0,0,0,0,49,0,0,1,0,0,Eukaryota;Mollusca;Bivalvia;Myoida;Hiatellidae;Hiatella;Hiatella arctica,Hiatella arctica:120431
ASV_72:e5fda10b85d49652b01832bd8ad6a9bf46a4291a,0,0,0,0,0,0,0,0,0,65,Eukaryota;Arthropoda;Insecta;Lepidoptera;Saturniidae;Maltagorea;Maltagorea dentata,Maltagorea dentata:648182
ASV_73:f598af3f75345f9903c2fe76b0246a738ac8eba6,0,0,0,11,0,41,0,0,0,0,Eukaryota;Porifera;Demospongiae;Haplosclerida;Chalinidae;Cladocroce;Cladocroce burapha,Cladocroce burapha:2070861
ASV_74:24692810d99a3e4bea4f93e5ef498c750eef8e5d,4,0,0,0,0,0,0,49,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida prolifera,Myrianida prolifera:884656
ASV_75:9cfb749c6394b9146c4bad3fd2c4b42bf1f16020,1,4,0,18,0,1,2,28,0,0,Eukaryota;Rhodophyta;Florideophyceae;Bonnemaisoniales;Bonnemaisoniaceae;Bonnemaisonia;Bonnemaisonia hamifera,Bonnemaisonia hamifera:31369
ASV_76:b0379d1ade760d3644dcbd624ea8f289a5d8a88f,2,0,18,0,0,0,2,0,27,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Phallusia;Phallusia ingeria,Phallusia ingeria:286199
ASV_77:7071596b58b6598784f0432bfa619cc07ef9398b,1,0,0,101,0,0,7,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Linyphiidae;Asperthorax;Asperthorax communis,Asperthorax communis:932985
ASV_78:5a57130b8acd64aa274f382d2e690eab49d8e58d,6,0,10,1,0,53,0,1,13,0,Eukaryota;Arthropoda;Collembola;Poduromorpha;Onychiuridae;Allonychiurus;Allonychiurus kimi,Allonychiurus kimi:2779777
ASV_79:9081b50a12147842f174a17c8003cd9c20a037e5,7,0,0,51,3,1,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Oxysarcodexia;Oxysarcodexia cingarus,Oxysarcodexia cingarus:1266489
ASV_80:aa6257654547cbeb9055012d6d441d0070b116d7,2,0,0,1,0,1,13,4,33,0,Eukaryota;Arthropoda;Insecta;Phthiraptera;Haematopinidae;Haematopinus;Haematopinus apri,Haematopinus apri:1348091
ASV_81:6f8515bc0c373c3195dc296244c03eee55961f9e,0,0,0,1,0,48,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Catenicellidae;Costaticella;Costaticella bicuspis,Costaticella bicuspis:2138266
ASV_82:b94fa62ebf26aee8515737f8620b3b39209a038d,0,0,3,0,0,0,0,0,0,41,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus squamatus,Lepidonotus squamatus:222003
ASV_83:d52cd8428bfe9d244c456cf532582bc58e8fa0b8,2,0,0,49,42,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Sarsamphiascus;Sarsamphiascus hawaiiensis,Sarsamphiascus hawaiiensis:2699325
ASV_84:8e6eb7d2cc4f09e04cc18a66bf4521af95e48b2c,1,0,0,41,1,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;Scaphocalanus;Scaphocalanus major,Scaphocalanus major:503053
ASV_85:e5c2946114795e6c45becdaf110f77a62a6b6bdc,28,0,0,8,0,3,13,0,0,0,Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Capra;Capra pyrenaica,Capra pyrenaica:80419
ASV_86:fe851df069f6077b51f4709e7ccbd115622b1c53,0,0,0,0,0,0,0,0,0,40,Eukaryota;Annelida;Polychaeta;Capitellida;Capitellidae;Heteromastus;Heteromastus filiformis,Heteromastus filiformis:397554
ASV_87:9bd500b677b576b97f17e28cd8be093221d34b07,58,6,0,5,0,3,0,0,5,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Rhadinosa;Rhadinosa nigrocyanea,Rhadinosa nigrocyanea:2093842
ASV_88:fbaabd8beb0d338e075ae93496ee851950aa2b67,0,0,0,6,0,43,0,0,1,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica,Clytia hemisphaerica:252671
ASV_89:641bac07ea87f1ca7c01499d93267e36f8e95c85,37,0,0,4,0,1,0,0,19,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia geniculata,Obelia geniculata:185004
ASV_90:ea53cc2e15474aaea865793fb50c5e088c2f53fa,6,6,0,20,1,3,3,4,0,0,Eukaryota;Streptophyta;Zygnemophyceae;Desmidiales;Gonatozygaceae;Gonatozygon;Gonatozygon brebissonii,Gonatozygon brebissonii:184482
ASV_91:03ac440644d5683d967bc6caf84688e6b37170a3,0,0,0,43,2,0,5,0,0,0,Eukaryota;Peronosporales;Oomycota_8;Peronosporales;Peronosporaceae;Peronospora;Peronospora cerastiianomali,Peronospora:70742
ASV_92:11f471734e347c346069a9a1d62283828d3c9ad0,0,0,0,0,0,0,0,0,0,56,Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Alitta;Alitta succinea,Alitta succinea:981110
ASV_93:c0cb9816365127fb07183d7546bf210b85401044,0,0,0,0,0,0,0,52,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;Nicolea zostericola,Nicolea zostericola:876016
ASV_94:d1e84a4be846146f13eb2d9ce1363ab43807300c,2,11,0,28,0,0,0,0,0,0,Eukaryota;Thraustochytrida;Bigyra_2;Thraustochytrida;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium acetophilum,Aurantiochytrium acetophilum:2172886
ASV_95:e6d2d74cb0d036279ed17c0a9b0fdad712b1591c,0,0,0,0,0,0,0,0,0,39,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Jassa;Jassa herdmani,Jassa herdmani:1732108
ASV_96:693d60dd2a8f47b9e97e75766920c73fae8dabc6,0,0,0,0,0,0,0,0,0,31,Eukaryota;Platyhelminthes;Rhabditophora;Polycladida;Leptoplanidae;Stylochoplana;Stylochoplana maculata,Stylochoplana maculata:1495083
ASV_97:6f0a0c2e2e8459bed54521e0f2468935d51f1b84,0,0,0,0,0,0,0,0,0,34,Eukaryota;Annelida;Polychaeta;Phyllodocida;Pholoidae;Pholoe;Pholoe baltica,Pholoe baltica:318818
ASV_98:4c44cd7b09f557528a6fd2d9560bb87ee596d1a0,33,0,0,0,0,0,0,1,0,0,Eukaryota;Chordata;Aves;Passeriformes;Ptilonorhynchidae;Sericulus;Sericulus bakeri,Sericulus bakeri:507603
ASV_99:841b76993b4104b06136d9393906a3f7d7e81d3f,2,2,1,21,1,3,2,1,2,0,Eukaryota;Desmarestiales;Phaeophyceae_10;Desmarestiales;Desmarestiaceae;Desmarestia;Desmarestia dudresnayi,Desmarestia dudresnayi:99931
ASV_100:ceac83249020ed497790d371b8e2f8af37cd15fd,63,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Gyptis;Gyptis propinqua,Gyptis propinqua:378364
ASV_101:e1edd8126a5cdb16ba6749a07309eb4b32791c71,13,0,0,15,0,0,0,2,0,0,Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes luetkeni,Stichopathes luetkeni:86606
ASV_102:88cb3d7ac4c096e7656425cc4827413735a3d874,0,1,0,39,2,14,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Brumptomyia;Brumptomyia travassosi,Brumptomyia travassosi:1807770
ASV_103:ca744d23261b0fbc1270d39ee3826f5099f1ed94,48,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Laophontidae;Asellopsis;Asellopsis hispida,Asellopsis hispida:2030945
ASV_104:f3ab3de2ee8714e5f80a2bf004e97cc57bd54b4c,0,0,0,0,0,0,0,0,0,29,Eukaryota;Annelida;Clitellata;Haplotaxida;Naididae;Tubificoides;Tubificoides brownae,Tubificoides brownae:883179
ASV_105:184bee6acd6326fddad5b013d279af00646b91d0,46,0,0,1,0,3,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Laophontidae;Quinquelaophonte;Quinquelaophonte aurantius,Quinquelaophonte aurantius:2217911
ASV_106:2c95354724343cfb0a4fc19439cde32d596acb5f,34,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila nappae,Drosophila nappae:218700
ASV_107:25a019926db84f527f02fd90d091008b84c6d964,28,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Nudibranchia;Glaucidae;Facelina;Facelina bostoniensis,Facelina bostoniensis:219665
ASV_108:496c128bb94dc8da5148c73036db23d089f22543,0,0,0,0,0,0,9,13,4,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Lanassa;Lanassa venusta,Lanassa venusta:2716593
ASV_109:83206efbc9c04dff2c780b444f7e5552d2adc617,0,0,25,0,0,1,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Mitrocomidae;Mitrocomella;Mitrocomella polydiademata,Mitrocomella polydiademata:645398
ASV_110:c03fc8f0da715c0ab30d5085361dceeb331f01ba,6,0,0,0,0,0,0,0,21,0,Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Nothobranchiidae;Nimbapanchax;Nimbapanchax leucopterygius,Nimbapanchax leucopterygius:696753
ASV_111:cca5f41045b0a61fb8e919016701b50f441cd401,16,2,0,0,0,8,0,0,0,0,Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria panicea,Halichondria panicea:6063
