ASV_number:amplicon,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r2,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH_r2,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH_r2,ARMS_Eilat_Katza1_20181024_20200706_MF500_r2,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH_r2,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r2,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r2,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r2,Classification,TAXON:NCBI_TAX_ID
ASV_27:60de5e66de641c47e314dee4babef66357c8a54f,0,0,0,0,0,0,0,169,Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Doros;Doros profuges,Doros profuges:2022568
ASV_28:392390c1b7c5e073e0ed1eddfcf214438006544d,0,0,0,0,0,0,0,207,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Perforatus;Perforatus perforatus,Perforatus perforatus:1562161
ASV_29:caf137d5c8ae09b984b85ba4a83ecdda4362268c,0,0,1,0,0,224,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;Stephanodiscus meyeri,Stephanodiscus meyeri:1869249
ASV_30:474dcca7c4571f0961d1ad32de089b142d2d1567,0,269,56,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,Clytia gracilis:252669
ASV_31:27060f43cd354839b16e190ab3b32aeb6aa54d54,0,144,15,0,0,0,0,0,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanosoma brucei,Trypanosoma brucei:5691
ASV_32:3ad43fa9f835de5e6333e03e9ca1e81ed79e4e09,0,0,0,0,0,0,129,0,Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Peyssonneliaceae;Sonderopelta;Sonderopelta coriacea,Sonderopelta coriacea:257588
ASV_33:da1a41ae30207b2a8f8a58901f1dee8948ba1eef,0,0,0,0,0,118,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Psammoneis;Psammoneis japonica,Psammoneis japonica:517775
ASV_34:d1972214887c573407df601b3aed64042f19f5fa,0,0,0,383,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Diceratiidae;Diceratias;Diceratias pileatus,Diceratias pileatus:412635
ASV_36:33b2326cb4cb1f515e22f1f7d50294f5c5c24494,0,0,0,0,0,0,0,137,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Dexaminidae;Dexamine;Dexamine thea,Dexamine thea:1732098
ASV_37:7bb9a2005c9cb37888b0847a0e9636e34c1de988,151,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_38:60c88fd2c7d543a688751badbe9a621184dc09a9,0,0,0,0,0,0,111,31,Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Eualus;Eualus occultus,Eualus occultus:2268645
ASV_39:511c7007a6238c914707d00bf365854f4f131f2a,174,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Sepsidae;Nemopoda;Nemopoda mamaevi,Nemopoda mamaevi:1577136
ASV_40:91bbdc80ad5770d03149ce084d1082d6223a8deb,133,1,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;Gracilaria;Gracilaria cuneifolia,Gracilaria cuneifolia:340450
ASV_41:f1a5cf8761a898dc5b06e5bccf87b7af70ec690d,0,44,74,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Orthopyxis;Orthopyxis integra,Orthopyxis integra:314509
ASV_42:75dbfd629a69eac5b8541c9031cd2beb00ae0a4f,0,136,46,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Zammara;Zammara smaragdina,Zammara smaragdina:2218860
ASV_43:19ed8ce16bef297660ab610899e15a0b8cdb400e,0,106,39,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Xenysmoderes;Xenysmoderes consularis,Xenysmoderes consularis:2291317
ASV_44:da858835f7568d48b5ba77edb5a50ec947489984,0,0,0,0,0,0,86,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe impar,Harmothoe impar:46595
ASV_46:13b2ea4ef363091b183d4ebca5636e7124a7a167,0,0,0,0,0,0,0,79,Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Gonium;Gonium pectorale,Gonium pectorale:33097
ASV_47:100a672165d24c4346fc41da6a507c14f9fefa99,0,0,0,0,0,75,0,0,Eukaryota;Dictyotales;Phaeophyceae_2;Dictyotales;Dictyotaceae;Dictyota;Dictyota dichotoma,Dictyota dichotoma:2876
ASV_48:67bea2118b1f53fafbb4954be74870c7077673d9,0,0,0,0,132,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Sydowia;Sydowia polyspora,Sydowia polyspora:64499
ASV_49:2d16dca9aca3913823f591c6a1de5fd931a3aa7f,0,0,0,79,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;Neoamphitrite robusta,Neoamphitrite robusta:868091
ASV_50:0854472a4f30c169ae32d1cc59d002446260fd8e,0,0,0,0,77,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium cladosporioides,Cladosporium cladosporioides:29917
ASV_51:5c155ca8dc42252a43aa107c89f259d28446a828,85,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Limoniidae;Rhipidia;Rhipidia chenwenyoungi,Rhipidia chenwenyoungi:1807360
ASV_52:66322ed4dfa951d3a4bbc1becaaf9154f118cf1b,0,0,0,0,0,12,74,0,Eukaryota;Echinodermata;Crinoidea;Comatulida;Antedonidae;Antedon;Antedon bifida,Antedon bifida:72669
ASV_53:a89c1a701c9046cb03a7b19c0319ea3dee5958f3,0,0,0,0,0,113,238,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Porcellanidae;Pisidia;Pisidia longicornis,Pisidia longicornis:874270
ASV_54:da19a76112a4f15700127c52b76259ba59b53f4b,0,0,0,0,0,26,45,0,Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniales;Champiaceae;Chylocladia;Chylocladia verticillata,Chylocladia verticillata:81594
ASV_55:58cbf14d7bc301986fa54d85c0e240fae2ceadae,0,0,93,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Peyssonneliaceae;Peyssonnelia;Peyssonnelia dubyi,Peyssonnelia dubyi:339598
ASV_56:261de010a606cc8a0554d37f8980e9ddfd5851ed,0,0,0,0,0,149,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Porcellanidae;Pisidia;Pisidia longicornis,Pisidia longicornis:874270
ASV_57:8a6b5b983ed47a0ff2ac33b7745cba8d9aa78a5c,0,0,0,0,0,204,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiocomidae;Ophiocomina;Ophiocomina nigra,Ophiocomina nigra:55617
ASV_58:a4108cc461fa6583495f4fb4bc373629fd17cb38,0,0,137,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Porcellanidae;Petrolisthes;Petrolisthes haswelli,Petrolisthes haswelli:1562907
ASV_59:ac9ce2e1ea958262be04891642980dfad299a492,0,51,213,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Scorpiones;Vaejovidae;Vaejovis;Vaejovis pequeno,Vaejovis pequeno:1532951
ASV_60:737a8e63ea6988a7ca6788df32fffe32a51096c9,0,0,0,55,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Coelocladia;Coelocladia;Coelocladia arctica,Coelocladia arctica:86863
ASV_61:6c0a793b199d2c5432fdf7054689f7c19f8d07e1,1,58,14,0,0,0,0,0,Eukaryota;Chordata;Amphibia;Anura;Heleophrynidae;Heleophryne;Heleophryne purcelli,Heleophryne purcelli:31911
ASV_62:9ec372cd5c926ad771fe5ebd29455a8744774193,0,0,0,140,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava,Phanerotoma flava:684660
ASV_63:37dea4ce79a00146d708787af62024a5c2fb14b8,0,51,6,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha,Pennaria disticha:264068
ASV_64:20b4bb37f738181536575807953937031f40eada,0,64,5,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Palapsalta;Palapsalta palaga,Palapsalta palaga:1540183
ASV_65:6ca76c6ab8a93d88c703acb4e3d8942ab956ebc7,0,25,56,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Berkeleyaceae;Berkeleya;Berkeleya fennica,Berkeleya fennica:1577906
ASV_66:746b2fe7c5e65c71e00dec39b44d7d4aeba36f9e,0,7,33,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia alba,Nitzschia alba:2858
ASV_67:d95c2734a8202910c25a9cac925380a829c49e80,0,0,0,0,0,44,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Myriogloea;Myriogloea simplex,Myriogloea simplex:185804
ASV_68:061a313476388dc50b279f1728fa24d5cb4e7e71,0,181,6,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea angasi,Ostrea angasi:74431
ASV_69:9277d379a9dedc03d025201005108bdef5022c0d,1,13,33,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Psammoneis;Psammoneis japonica,Psammoneis japonica:517775
ASV_70:b2cdbbb1d6db29c10d0199c96826e23347309984,0,0,0,0,40,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium sp,Cladosporium sp:1707700
ASV_71:da829038f132c0b5cdf4befab0904ee369561c0c,161,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia;Aurelia aurita,Aurelia aurita:6145
ASV_72:39677f5c63fade60cffc8dfe209c3cc94e249bdb,0,0,0,0,0,41,0,0,Eukaryota;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Marthasterias;Marthasterias glacialis,Marthasterias glacialis:7609
ASV_73:a0603bcb083105bdc8948bf14446e5747a28ce0d,0,0,0,0,0,0,55,0,Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Leucocytozoidae;Leucocytozoon;Leucocytozoon danilewskyi,Leucocytozoon danilewskyi:2038115
ASV_74:003e650d50e2e13a30f73b770632cf86f0f266ee,0,0,0,35,0,0,0,0,Eukaryota;Annelida;Polychaeta;Orbiniidae;Orbiniidae;Protoaricia;Protoaricia oerstedii,Protoaricia oerstedii:205118
ASV_75:49ee75a0793bcf75a14d9ee8e6c33ba616797a01,50,0,0,0,0,0,0,0,Eukaryota;Streptophyta;Zygnemophyceae;Desmidiales;Gonatozygaceae;Gonatozygon;Gonatozygon brebissonii,Gonatozygon brebissonii:184482
ASV_76:ffdd87dfe9da4dba140cae9e15783be8391d8c0a,0,0,0,0,0,31,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Alentia;Alentia gelatinosa,Alentia gelatinosa:271774
ASV_77:4e7439a159faa7d6328145b1df65195c390dc4c1,0,94,5,0,0,0,0,0,Eukaryota;Chordata;Aves;Anseriformes;Anatidae;Anser;Anser sp,Anser sp:8847
ASV_78:121ad138fa2c42249de948cbbce721134f7cc20d,0,16,41,2,0,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Brevilegnia;Brevilegnia gracilis,Brevilegnia gracilis:944588
ASV_79:dd1c1e41375e3151fedd9f0aaf2bd64ce0ce1e99,0,0,0,0,0,38,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Vertebrata;Vertebrata australis,Vertebrata australis:2006943
ASV_80:c999f68b6e661fb3fb23951d48492ba6b8003d6d,0,0,39,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Nereiphylla;Nereiphylla rubiginosa,Nereiphylla rubiginosa:2486080
ASV_81:2477888e226b3a6c8036dc8d573a2c2cb349f0a6,37,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Ectocarpaceae;Ectocarpus;Ectocarpus subulatus,Ectocarpus subulatus:1535423
ASV_82:4aaed0b998f99252a285048cc8fd1bf2bceadb17,0,16,33,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema pseudocostatum,Skeletonema pseudocostatum:41457
ASV_83:6e5731f0036b8fcbb9f00a82e921b061ce67801c,32,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Cladonematidae;Staurocladia;Staurocladia wellingtoni,Staurocladia wellingtoni:168794
ASV_84:f45e8a91f3f872350db47750d9ce51ca5ac392ef,0,61,3,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium murvanidzei,Simulium murvanidzei:1419338
ASV_85:1171821cc76b72a61a1d0d4f6aca44fe7b06c744,0,25,16,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Onthophagus;Onthophagus bicallosus,Onthophagus bicallosus:1848760
ASV_86:67096ab0729879bfefd6a1b63505f1d2e7aa0bbf,0,17,19,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema pseudocostatum,Skeletonema pseudocostatum:41457
ASV_87:774ca7511ba66a6f54f61eaebdc15c7e10903256,0,0,0,0,0,30,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia radiata,Polysiphonia radiata:2007292
ASV_88:8ccbe0552076e02bdfa89bc14c143120a341dfe7,0,32,3,3,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Mastophora_1;Mastophora rosea,Mastophora rosea:871656
ASV_89:9a6c95059c9e71a5124a5602fd22607851cfff18,0,13,20,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia subanglica,Pinnularia subanglica:1089236
ASV_90:17cc0775ac4697e916c1c91e66889a1b43c9dd9b,0,28,0,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Dendrobeania;Dendrobeania murrayana,Dendrobeania murrayana:1545973
ASV_91:e508c3ccd9f31d91532a59015c736695cb06abae,0,0,0,0,50,0,0,0,Eukaryota;Ctenophora;Tentaculata;Lobata;Bolinopsidae;Mnemiopsis;Mnemiopsis leidyi,Mnemiopsis leidyi:27923
ASV_92:56b07a7f901c9efdf13ab10b137971f5e2c0d6dd,0,0,0,0,0,0,39,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica,Clytia hemisphaerica:252671
ASV_93:6f71585b5ebed90a67df68bf0827ee381066111b,0,26,5,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Dipterosiphonia;Dipterosiphonia australica,Dipterosiphonia australica:2007208
ASV_94:7def6c4fa2e5362ec74b7d1334980b26956d5989,0,63,2,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Pallopteridae;Toxonevra;Toxonevra saltuum,Toxonevra saltuum:1827310
ASV_95:c45dd814390efa254fdf867fe8972ebe837480f5,0,3,21,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia schneideri,Polysiphonia schneideri:717899
ASV_96:436dcfbb9fd5f2ead290be550f358ca37df48f91,0,0,0,0,24,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces invadans,Aphanomyces invadans:157072
ASV_97:c5cdc31268c33382b12f371d0e26359290dca032,0,43,1,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Colemanosphaera;Colemanosphaera angeleri,Colemanosphaera angeleri:1454018
ASV_98:63800f41270f39ab6c335a74662de763b2416114,0,0,0,0,30,0,0,0,Eukaryota;Mollusca;Bivalvia;Veneroida;Montacutidae;Kurtiella;Kurtiella bidentata,Kurtiella bidentata:1177057
ASV_99:9620b60a08a99960e421df8b3c69d14783ac04e1,0,3,30,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Odaxothrissa;Odaxothrissa losera,Odaxothrissa losera:689626
ASV_100:1dc809cd013255117b64cdac8861116278d5a768,31,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Fragilariophyceae;Thalassionemales;Thalassionemataceae;Thalassionema;Thalassionema nitzschioides,Thalassionema nitzschioides:33649
ASV_101:5450a671b726a5c268b15410c1fd295a6fdef4f3,0,0,0,22,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Pista;Pista colini,Pista colini:2576441
ASV_102:9e8c62bee9f1902b02d379f557cebfbcaeb39368,0,0,0,37,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Proclea;Proclea malmgreni,Proclea malmgreni:2716572
ASV_103:aaee27a20065c56e9d854379c97d2a2d26a5d250,0,10,18,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Berkeleyaceae;Berkeleya;Berkeleya fennica,Berkeleya fennica:1577906
ASV_104:3c07eb94e17aefba60443236b6fd62b8a92fda06,0,21,3,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,Clytia gracilis:252669
ASV_105:47040806a2f2f7f28ea969d755aefb880331ef94,0,0,0,0,0,25,0,0,Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Psammechinus;Psammechinus miliaris,Psammechinus miliaris:7660
ASV_106:47ae792ef97ad08e62cc4bcc820b56653396806e,0,12,12,0,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium variabile,Lithodesmium variabile:1514138
ASV_107:4b1c7db30ab3b232222b03d7e216d6d06e731a91,0,52,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza ovimontis,Phytomyza ovimontis:498685
ASV_108:91ef94f4ff3d8b5444adc71d846c7a4f6b95fd53,0,0,0,39,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Hololepida;Hololepida magna,Hololepida magna:2567178
ASV_109:f1601efbe2a9f6881736917f50ad3a5ad2839e9b,0,14,31,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilisepta;Mytilisepta keenae,Mytilisepta keenae:2590091
ASV_110:1977293dc83188ad131b99c28f7696800fea5f9b,0,34,2,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Eresia;Eresia phillyra,Eresia phillyra:436423
ASV_111:7aeeae10bfe87ab546e05d78f892cc786eeb455c,0,0,0,0,0,0,21,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Eualus;Eualus occultus,Eualus occultus:2268645
ASV_112:d0d270e55e65c7200ad25abfec2f358e6fbed954,0,0,0,0,29,0,0,0,Eukaryota;Porifera;Demospongiae;Haplosclerida;Petrosiidae;Petrosia;Petrosia durissima,Petrosia durissima:2737399
ASV_113:fbee955bea0da4459b724e2eae4c6ae9933e89dd,0,19,11,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Jakobidae;Jakoba;Jakoba bahamiensis,Jakoba bahamiensis:221721
ASV_114:06d7382b3d80b2eada6fa890c75371b64c45d3ad,0,0,0,17,0,0,0,0,Eukaryota;Arthropoda;Insecta;Orthoptera;Pamphagidae;Filchnerella;Filchnerella helanshanensis,Filchnerella helanshanensis:463732
ASV_115:b9271242fea645a7795561bc80da00786b3e3cce,26,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium luxurians,Acrochaetium luxurians:1403498
ASV_116:88e3631a5a9a51da77617aa110005a24fce61ee0,45,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Colochela;Colochela zhongi,Colochela zhongi:2675636
