Please ignore. Just helpful for HCMR logistics --> Sequenced/in progress information,Observatory-ID,ARMS-ID,MaterialSample-ID,Event-ID,Deployment Date,Collection Date,Observatory-ID,ARMS-ID,Country,Fraction_Specific,Fraction,Preservative,Filter (micrometer),Crate cover used during retrieval,OriginalSample-ID,gene_COI,COI_demultiplexed,gene_COI_negative_control,comment_COI,gene_ITS,ITS_demultiplexed,gene_ITS_negative_control,comment_ITS,gene_18S,18S_demultiplexed,gene_18S_negative_control,comment_18S,fieldReplicate,initial number of paired-end reads,initial number of paired-end reads,initial number of paired-end reads,Cleaned sequences,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,Open access date
April 2021,BelgiumCoast,AZBE1,ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40,ARMS_BelgiumCoast_AZBE1_20190924_20200303,2019-09-24,2020-03-03,BelgiumCoast,AZBE1,Belgium,Sessile_40um,Sessile,DMSO,40,no,ARMS_VLIZ_ZBE1_20190924-20200303_SF40_A,ERR7125478,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125479,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125477,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20191011_MF500,ARMS_Crete_1HERP_20190612_20191011,2019-06-12,2019-10-11,Crete,1HERP,Greece,Motile_500um,Motile,Frozen,500,yes,2019_1HERP_ARMS2_MF500,ERR7125537,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125538,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125536,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20191011_MF90,ARMS_Crete_1HERP_20190612_20191011,2019-06-12,2019-10-11,Crete,1HERP,Greece,Motile_90um,Motile,Frozen,90,yes,2019_1HERP_ARMS2_MF90,ERR7125540,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125541,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125539,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20191011_SF,ARMS_Crete_1HERP_20190612_20191011,2019-06-12,2019-10-11,Crete,1HERP,Greece,Sessile,Sessile,Frozen,N/A (No filter was used),yes,2019_1HERP_ARMS2_SF1,ERR7125543,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125544,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125542,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200210_MF500,ARMS_Crete_1HERP_20190612_20200210,2019-06-12,2020-02-10,Crete,1HERP,Greece,Motile_500um,Motile,Frozen,500,yes,2020_1HERP_ARMS3_MF500,ERR7125546,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125547,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125545,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200210_MF90,ARMS_Crete_1HERP_20190612_20200210,2019-06-12,2020-02-10,Crete,1HERP,Greece,Motile_90um,Motile,Frozen,90,yes,2020_1HERP_ARMS3_MF90,ERR7125549,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125550,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125548,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200210_SF,ARMS_Crete_1HERP_20190612_20200210,2019-06-12,2020-02-10,Crete,1HERP,Greece,Sessile,Sessile,Frozen,N/A (No filter was used),yes,2020_1HERP_ARMS3_SF1,ERR7125552,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125553,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125551,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618_MF500,ARMS_Crete_1HERP_20190612_20200618,2019-06-12,2020-06-18,Crete,1HERP,Greece,Motile_500um,Motile,Frozen,500,yes,ARMS4_200618_Motile_500,ERR7125555,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125556,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125554,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618_MF90,ARMS_Crete_1HERP_20190612_20200618,2019-06-12,2020-06-18,Crete,1HERP,Greece,Motile_90um,Motile,Frozen,90,yes,ARMS4_200618_Motile_90,ERR7125558,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125559,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125557,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618_SF,ARMS_Crete_1HERP_20190612_20200618,2019-06-12,2020-06-18,Crete,1HERP,Greece,Sessile,Sessile,Frozen,N/A (No filter was used),yes,ARMS4_200618_Sessile,ERR7125561,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125562,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125560,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20200903_20210122_MF500,ARMS_Crete_1HERP_20200903_20210122,2020-09-03,2021-01-22,Crete,1HERP,Greece,Motile_500um,Motile,Frozen,500,Imperfectly,ARMS5_200903-210122_Motile_500,ERR7125564,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125565,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125563,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20200903_20210122_MF90,ARMS_Crete_1HERP_20200903_20210122,2020-09-03,2021-01-22,Crete,1HERP,Greece,Motile_90um,Motile,Frozen,90,Imperfectly,ARMS5_200903-210122_Motile_90,ERR7125567,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125568,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125566,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,1HERP,ARMS_Crete_1HERP_20200903_20210122_SF,ARMS_Crete_1HERP_20200903_20210122,2020-09-03,2021-01-22,Crete,1HERP,Greece,Sessile,Sessile,Frozen,N/A (No filter was used),Imperfectly,ARMS5_200903-210122_Sessile,ERR7125570,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125571,MiSeq (indices) / cutadapt (primers),ERR7125535,none,ERR7125569,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,2UBPC,ARMS_Crete_2UBPC_20190924_20201211_MF500,ARMS_Crete_2UBPC_20190924_20201211,2019-09-24,2020-12-11,Crete,2UBPC,Greece,Motile_500um,Motile,Frozen,500,Imperfectly,ARMS_Crete_2UBPC_190924-201211_MF500,ERR7125573,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125574,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7125572,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,2UBPC,ARMS_Crete_2UBPC_20190924_20201211_MF90,ARMS_Crete_2UBPC_20190924_20201211,2019-09-24,2020-12-11,Crete,2UBPC,Greece,Motile_90um,Motile,Frozen,90,Imperfectly,ARMS_Crete_2UBPC_190924-201211_MF90,ERR7125576,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125577,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7125575,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Crete,2UBPC,ARMS_Crete_2UBPC_20190924_20201211_SF,ARMS_Crete_2UBPC_20190924_20201211,2019-09-24,2020-12-11,Crete,2UBPC,Greece,Sessile,Sessile,Frozen,N/A (No filter was used),Imperfectly,ARMS_Crete_2UBPC_190924-201211_SF,ERR7125579,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125580,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7125578,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO,ARMS_Gdynia_GDY1_20180813_20191029,2018-08-13,2019-10-29,Gdynia,GDY1,Poland,Sessile_38um,Sessile,DMSO,38,not provided,1206_GDY_2018_SF-Plate1-DESS,none,none,ERR7125534,no successful sequencing,none,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,none,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Gdynia,GDY1,ARMS_Gdynia_GDY1_20190619_20191029_MF500,ARMS_Gdynia_GDY1_20190619_20191029,2019-06-19,2019-10-29,Gdynia,GDY1,Poland,Motile_500um,Motile,DMSO,500,not provided,1285_GDY_2019_MF500-DESS,ERR7125527,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7125528,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7125526,MiSeq (indices) / cutadapt (primers),ERR7125533,none,no replicate,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Getxo,G1,ARMS_Getxo_G1_20200624_20201103_MF100,ARMS_Getxo_G1_20200624_20201103,2020-06-24,2020-11-03,Getxo,G1,Spain,Motile_100um,Motile,DMSO,100,not provided,Getxo-G1-MF100-A-B-C-DMSO,ERR7127667,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127668,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127666,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G1,ARMS_Getxo_G1_20200624_20201103_MF500,ARMS_Getxo_G1_20200624_20201103,2020-06-24,2020-11-03,Getxo,G1,Spain,Motile_500um,Motile,DMSO,500,not provided,Getxo-G1-MF500-A-B-C-DMSO,ERR7127670,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127671,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127669,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G1,ARMS_Getxo_G1_20200624_20201103_SF40,ARMS_Getxo_G1_20200624_20201103,2020-06-24,2020-11-03,Getxo,G1,Spain,Sessile_40um,Sessile,DMSO,40,not provided,Getxo-G1-SF40-A-B-C-DMSO,ERR7127673,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127674,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127672,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G2,ARMS_Getxo_G2_20190624_20191016_MF100,ARMS_Getxo_G2_20190624_20191016,2019-06-24,2019-10-16,Getxo,G2,Spain,Motile_100um,Motile,DMSO,100,no,Getxo-G2-MF100-A-DMSO,ERR7127676,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127677,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127675,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20190624_20191016,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Getxo,G2,ARMS_Getxo_G2_20200624_20201103_MF100,ARMS_Getxo_G2_20200624_20201103,2020-06-24,2020-11-03,Getxo,G2,Spain,Motile_100um,Motile,DMSO,100,not provided,Getxo-G2-MF100-A-B-C-DMSO,ERR7127679,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127680,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127678,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G2,ARMS_Getxo_G2_20200624_20201103_SF40,ARMS_Getxo_G2_20200624_20201103,2020-06-24,2020-11-03,Getxo,G2,Spain,Sessile_40um,Sessile,DMSO,40,not provided,Getxo-G2-SF40-A-B-C-DMSO,ERR7127682,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127683,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127681,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G3,ARMS_Getxo_G3_20200624_20201103_MF100,ARMS_Getxo_G3_20200624_20201103,2020-06-24,2020-11-03,Getxo,G3,Spain,Motile_100um,Motile,DMSO,100,not provided,Getxo-G3-MF100-A-B-C-DMSO,ERR7127685,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127686,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127684,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
April 2021,Getxo,G3,ARMS_Getxo_G3_20200624_20201103_SF40,ARMS_Getxo_G3_20200624_20201103,2020-06-24,2020-11-03,Getxo,G3,Spain,Sessile_40um,Sessile,DMSO,40,not provided,Getxo-G3-SF40-A-B-C-DMSO,ERR7127688,MiSeq (indices) / cutadapt (primers),ERR7125534,none,ERR7127689,MiSeq (indices) / cutadapt (primers),ERR7125535,discontinued,ERR7127687,MiSeq (indices) / cutadapt (primers),ERR7125533,none,ARMS_Getxo_G_20200624_20201103,,,,,,,,,,,,,,,,,,,,
