ObservatoryID,UnitID,EventID,Filename,Filetype,PlateNumber,Position,Download URL
SWC,Hjuvik1,ARMS_SWC_Hjuvik1_20200131_20200518,3569267,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/3c4a5363-733f-406f-99f8-3c86aeebd425.xlsx
Crete,1HERP,ARMS_Crete_1HERP_20190612_20191011,3453585,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4b3605e8-aa60-41b8-85dc-5b51da3cbea8.html
BelgiumCoast,CoastbustersA,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008,5571598,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/676077c9-614b-49c9-9b8e-818185006337.csv
SWC,Marstrand2,ARMS_SWC_Marstrand2_20200228_20200527,3569259,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/544d4fdc-0cd0-42f7-aad9-399204f2a600.xlsx
Getxo,G1,ARMS_Getxo_G1_20190624_20191016,3569375,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/ddc57558-ec4c-494e-acb7-191386571f11.xlsx
Getxo,G1,ARMS_Getxo_G1_20190624_20191016,3452500,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e5291783-9095-4023-b90c-44e0edd764d1.xlsx
SWC,Helsingborg1,ARMS_SWC_Helsingborg1_20200305_20200604,3467615,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/753018c2-edf8-4e7d-8e9a-a00e00668479.pdf
SWC,Varberg2,ARMS_SWC_Varberg2_20200213_20200603,3569261,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/51322b02-7ab0-4907-a072-d4bed4734332.xlsx
Laeso,Laeso2,ARMS_Laeso_Laeso2_20190819_20200811,3555292,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/101d6cba-0d1f-4f54-8436-12a42b162e69.xlsx
BelgiumCoast,AJJBC89,ARMS_BelgiumCoast_AJJBC89_20210225_20210819,5571608,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f2432f9e-2275-425c-8b9f-ff1268d33115.csv
SWC,Preemraff2,ARMS_SWC_Preemraff2_20200401_20200715,3569254,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f2b4a2cf-16ba-4a9f-bfc9-95a9b2777217.xlsx
Laeso,Laeso1,ARMS_Laeso_Laeso1_20190819_20200811,3555294,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e0838d3c-7ef6-486c-8341-4c5b677a77f9.xlsx
Koster,VH2,ARMS_Koster_VH2_20190527_20200716,3569239,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/20a8c40d-d238-4b3a-b7cc-3b62d9aba95b.xlsx
Limfjord,Green33,ARMS_Limfjord_Green33_20191029_20201110,3569412,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/900cb1ab-fdba-4f03-aa1d-009d8e37c60c.xlsx
Getxo,G2,ARMS_Getxo_G2_20190624_20191016,3569376,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/688a0efc-2cd2-4c9f-9ff5-e7c73f11a4c1.xlsx
Getxo,G1,ARMS_Getxo_G1_20190624_20191016,3452498,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f7d62710-18de-4549-b92c-600841286b71.docx
Laeso,Laeso1,ARMS_Laeso_Laeso1_20190819_20200811,3557321,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f904d7a5-1fbb-4e25-a8c2-90e0a77e8f63.xlsx
BelgiumCoast,AJJCD78,ARMS_BelgiumCoast_AJJCD78_20200506_20201012,5571713,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/1bc38c42-e52d-4eff-b8ab-5cbfae805331.csv
SWC,Helsingborg1,ARMS_SWC_Helsingborg1_20200305_20200604,3569257,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/46a65759-2da5-472f-84c3-bfb10b9b4e81.xlsx
SWC,Hjuvik1,ARMS_SWC_Hjuvik1_20200131_20200518,3488233,Video,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f138afc6-cadd-4729-a343-31bf8c0d7aac.mp4
SWC,Varberg3,ARMS_SWC_Varberg3_20200213_20200603,3569260,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/b594abad-cd36-4d50-b093-f8fc8487e3ee.xlsx
Laeso,Laeso3,ARMS_Laeso_Laeso3_20190819_20200811,3555293,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8f41574b-8edd-46f3-996b-f2f4188faba2.xlsx
SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518,3569266,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8f4bf45a-0639-4b9e-9497-b682841a72c4.xlsx
BelgiumCoast,BirkenfelsB,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309,5575189,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/968ffc19-64b7-4b53-839d-deda6c6bee76.csv
SWC,Gbg4,ARMS_SWC_Gbg4_20200206_20200529,3569263,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/9e8372dd-c148-458b-869d-8132b70b6a27.xlsx
Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806,5520456,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8ad3052a-6b55-4826-b81f-ba2eb896416a.xlsx
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3578662,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/6a497d43-3db9-4d15-9675-44736a6b259c.xlsx
Koster,VH3,ARMS_Koster_VH3_20190527_20200716,3569270,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/08f2cabc-f715-4362-b905-75023df95aff.xlsx
Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801,3578663,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/749fd5c2-9f80-4de4-bd33-fb1361072fc6.xlsx
Plymouth,MBA1C,ARMS_Plymouth_MBA1C_20190716_20190920,3454363,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e6a5b6dc-45dd-4238-9bd8-679273f4f73f.pdf
Getxo,G3,ARMS_Getxo_G3_20200624_20201103,3571344,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f534b330-6b8f-45f8-b4b6-441aec414262.xlsx
Limfjord,Green33,ARMS_Limfjord_Green33_20191029_20201110,3563628,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/ffe67ba5-828e-4fc2-a297-851a6bd5c71c.xlsx
BelgiumCoast,BirkenfelsA,ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309,5575186,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d0f10cd1-ffd5-48ff-a7cd-fd86e5e76637.csv
Getxo,G2,ARMS_Getxo_G2_20200624_20201103,3571340,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/94e79f65-8e82-4525-98a2-16baa455e146.xlsx
Vigo,TorallaA,ARMS_Vigo_TorallaA_20200706_20201006,3545590,Video,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c9f84ce2-de12-4aa4-9281-c8a8f9f9f683.mov
Svalbard,S1C,ARMS_Svalbard_S1C_20200806_20220803,6816453,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/af1d367a-96b8-4252-a803-b2f0631e6539.csv
Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805,5520455,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/b87a151b-fd73-45ea-97ca-6999ae3d9b13.xlsx
BelgiumCoast,AJJCD78,ARMS_BelgiumCoast_AJJCD78_20210225_20210819,5571714,Text,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/fafe297f-d071-4c59-b4d5-bd919264284a.csv
SWC,Marstrand3,ARMS_SWC_Marstrand3_20200228_20200527,3569258,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c5895fb4-b973-4f1f-8d36-aa728399ae2c.xlsx
SWC,Helsingborg2,ARMS_SWC_Helsingborg2_20200305_20200604,3467615,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/753018c2-edf8-4e7d-8e9a-a00e00668479.pdf
SWC,Gbg1,ARMS_SWC_Gbg1_20200206_20200520,3569253,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8b15c4aa-ec15-438f-8def-9b9473ef1461.xlsx
Getxo,G1,ARMS_Getxo_G1_20190624_20191016,3452499,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c7499ccc-364b-47ad-bf3d-95b6ec19bc39.docx
BelgiumCoast,AZFPin,ARMS_BelgiumCoast_AZFPin_20180712_20180818,3557959,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c8df468a-736c-4b74-ad82-e1fac583e3e1.xlsx
Limfjord,Red2,ARMS_Limfjord_Red2_20191029_20201110,3569413,Application,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/21906327-084f-4cf5-a2ef-50b750dbc234.xlsx
