station,arms_unit,qc_param,qc_flag,plutoF_data,gsheets_data
Svalbard,S1,"latitude, longitude, depth",pass,,
Svalbard,S1A,"latitude, longitude, depth",pass,,
Svalbard,S1B,"latitude, longitude, depth",pass,,
Svalbard,S1C,"latitude, longitude, depth",pass,,
Rothera,SouthCove1,longitude,value is different but not significantly,-68.13466666,-68.1346667
Rothera,HangarCove2,latitude,value is different but not significantly,-67.56416666,-67.5641667
Rothera,Cheshire1,latitude,value is different but not significantly,-67.57383333,-67.5738333
Rothera,Cheshire1,longitude,value is different but not significantly,-68.12523333,-68.1252333
Rothera,HangarCove3,latitude,value is different but not significantly,-67.56416666,-67.5641667
BelgiumCoast,AZFPout,"latitude, longitude, depth",pass,,
BelgiumCoast,AZBW1,"latitude, longitude, depth",pass,,
BelgiumCoast,AJJC81,latitude,value is different but not significantly,51.65335700,51.6533567
BelgiumCoast,AJJC81,longitude,value is different but not significantly,2.79178500,2.79178508
BelgiumCoast,AJJC86,"latitude, longitude, depth",pass,,
BelgiumCoast,AZBE1,"latitude, longitude, depth",pass,,
BelgiumCoast,AJJCD78,latitude,value is different but not significantly,51.65271000,51.65374944
BelgiumCoast,AJJCD78,longitude,value is different but not significantly,2.79757500,2.79602577
BelgiumCoast,AJJCD78,latitude,value is different but not significantly,51.65271000,51.65374944
BelgiumCoast,AJJCD78,longitude,value is different but not significantly,2.79757500,2.79602577
BelgiumCoast,AJJCD89,"latitude, longitude, depth",pass,,
BelgiumCoast,AJJBC89,"latitude, longitude, depth",pass,,
BelgiumCoast,BirkenfelsB,"latitude, longitude, depth",pass,,
BelgiumCoast,CPowerB,"latitude, longitude, depth",pass,,
BelgiumCoast,CPowerA,"latitude, longitude, depth",pass,,
BelgiumCoast,CPowerC,"latitude, longitude, depth",pass,,
BelgiumCoast,CoastbustersA,latitude,value is different but not significantly,51.11529044,51.11485
BelgiumCoast,CoastbustersA,longitude,value is different but not significantly,2.57995513,2.57858333
BelgiumCoast,BirkenfelsA,"latitude, longitude, depth",pass,,
Vigo,TorallaA,latitude,value is different but not significantly,42.23611111,42.233333
Vigo,TorallaA,longitude,value is different but not significantly,-8.78611111,-8.783333
Vigo,TorallaA,latitude,value is different but not significantly,42.23611111,42.233333
Vigo,TorallaA,longitude,value is different but not significantly,-8.78611111,-8.783333
Vigo,TorallaA,latitude,value is different but not significantly,42.23611111,42.233333
Vigo,TorallaA,longitude,value is different but not significantly,-8.78611111,-8.783333
Vigo,TorallaB,"latitude, longitude, depth",pass,,
Vigo,TorallaB,"latitude, longitude, depth",pass,,
Vigo,TorallaC,latitude,value is different but not significantly,42.23400000,42.233333
Vigo,TorallaC,latitude,value is different but not significantly,42.23400000,42.233333
Eilat,NR2,"latitude, longitude, depth",pass,,
Eilat,NR1,"latitude, longitude, depth",pass,,
Eilat,NR1,"latitude, longitude, depth",pass,,
Eilat,NR1,"latitude, longitude, depth",pass,,
Eilat,Katza2,"latitude, longitude, depth",pass,,
Eilat,Katza1,"latitude, longitude, depth",pass,,
GulfOfPiran,Fornace,"latitude, longitude, depth",pass,,
GulfOfPiran,Fornace,"latitude, longitude, depth",pass,,
GulfOfPiran,Fornace,"latitude, longitude, depth",pass,,
GulfOfPiran,Fornace,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,LukaKP,"latitude, longitude, depth",pass,,
GulfOfPiran,BojaVida,"latitude, longitude, depth",pass,,
GulfOfPiran,BojaVida,"latitude, longitude, depth",pass,,
GulfOfPiran,BojaVida,"latitude, longitude, depth",pass,,
GulfOfPiran,BojaVida,"latitude, longitude, depth",pass,,
Nuuk,Nuuk1,latitude,value is different but not significantly,64.14000000,64.1405
Nuuk,Nuuk1,longitude,value is different but not significantly,-51.39000000,-51.3906
Nuuk,Nuuk2,"latitude, longitude, depth",pass,,
Nuuk,Nuuk3,"latitude, longitude, depth",pass,,
Daneborg,Daneborg2,latitude,fail,74.33040000,74.24005445
Daneborg,Daneborg2,longitude,value is different but not significantly,-20.34040000,-20.33723818
Daneborg,Daneborg3,latitude,fail,74.33080000,74.24005445
Daneborg,Daneborg3,longitude,value is different but not significantly,-20.34080000,-20.33723818
Daneborg,Daneborg1,latitude,fail,74.33000000,74.24005445
Daneborg,Daneborg1,longitude,value is different but not significantly,-20.34000000,-20.33723818
Getxo,G2,depth,fail,10,5
Getxo,G2,depth,fail,10,5
Getxo,G1,depth,fail,10,5
Getxo,G1,depth,fail,10,5
Getxo,G3,depth,fail,10,5
Getxo,G3,depth,fail,10,5
Gdynia,GDY1,"latitude, longitude, depth",pass,,
Gdynia,GDY1,"latitude, longitude, depth",pass,,
Gdynia,GDY1,"latitude, longitude, depth",pass,,
Gdynia,GDY1,"latitude, longitude, depth",pass,,
Crete,2UBPC,"latitude, longitude, depth",pass,,
Crete,2UBPC,"latitude, longitude, depth",pass,,
Crete,2UBPC,"latitude, longitude, depth",pass,,
Crete,2UBPC,"latitude, longitude, depth",pass,,
Crete,2UBPC,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Crete,1HERP,"latitude, longitude, depth",pass,,
Galway,Gurr3,latitude,value is different but not significantly,53.31544300,53.315693
Galway,Gurr3,longitude,value is different but not significantly,-9.67156400,-9.670278
Galway,Gurr3,latitude,value is different but not significantly,53.31544300,53.315693
Galway,Gurr3,longitude,value is different but not significantly,-9.67156400,-9.670278
Galway,Gurr3,latitude,value is different but not significantly,53.31544300,53.315693
Galway,Gurr3,longitude,value is different but not significantly,-9.67156400,-9.670278
Galway,Gurr2,latitude,value is different but not significantly,53.31567500,53.315693
Galway,Gurr2,longitude,value is different but not significantly,-9.66854100,-9.670278
Galway,Gurr2,depth,fail,6.2,8
Galway,Gurr2,latitude,value is different but not significantly,53.31567500,53.315693
Galway,Gurr2,longitude,value is different but not significantly,-9.66854100,-9.670278
Galway,Gurr2,depth,fail,6.2,8
Galway,Gurr2,latitude,value is different but not significantly,53.31567500,53.315693
Galway,Gurr2,longitude,value is different but not significantly,-9.66854100,-9.670278
Galway,Gurr2,depth,fail,6.2,8
Galway,Gurr1,depth,fail,6.6,8
Galway,Gurr1,depth,fail,6.6,8
Galway,Gurr1,depth,fail,6.6,8
Galway,Gurr4,"latitude, longitude, depth",pass,,
Laeso,Laeso3,"latitude, longitude, depth",pass,,
Laeso,Laeso3,"latitude, longitude, depth",pass,,
Laeso,Laeso1,"latitude, longitude, depth",pass,,
Laeso,Laeso1,"latitude, longitude, depth",pass,,
Laeso,Laeso2,"latitude, longitude, depth",pass,,
Laeso,Laeso2,"latitude, longitude, depth",pass,,
Limfjord,Green33,latitude,value is different but not significantly,56.90155000,56.901246
Limfjord,Green33,longitude,value is different but not significantly,9.05516667,9.058189
Limfjord,Green33,latitude,value is different but not significantly,56.90155000,56.901246
Limfjord,Green33,longitude,value is different but not significantly,9.05516667,9.058189
Limfjord,Green33,latitude,value is different but not significantly,56.90155000,56.901246
Limfjord,Green33,longitude,value is different but not significantly,9.05516667,9.058189
Limfjord,Red2,"latitude, longitude, depth",pass,,
Limfjord,Red2,"latitude, longitude, depth",pass,,
Limfjord,Red2,"latitude, longitude, depth",pass,,
Limfjord,Yellow8,latitude,value is different but not significantly,56.90131667,56.902366
Limfjord,Yellow8,longitude,value is different but not significantly,9.05733333,9.055797
Limfjord,Yellow8,latitude,value is different but not significantly,56.90131667,56.902366
Limfjord,Yellow8,longitude,value is different but not significantly,9.05733333,9.055797
Limfjord,Yellow8,latitude,value is different but not significantly,56.90131667,56.902366
Limfjord,Yellow8,longitude,value is different but not significantly,9.05733333,9.055797
Limfjord,Yellow8,latitude,value is different but not significantly,56.90131667,56.902366
Limfjord,Yellow8,longitude,value is different but not significantly,9.05733333,9.055797
Bodo,GStraB,"latitude, longitude, depth",pass,,
Bodo,GStraB,"latitude, longitude, depth",pass,,
Bodo,GStraM,"latitude, longitude, depth",pass,,
Bodo,GStraM,"latitude, longitude, depth",pass,,
SWC,Hjuvik1,"latitude, longitude, depth",pass,,
SWC,Gbg2,depth,fail,5,24
SWC,Gbg3,depth,fail,5,8
SWC,Varberg1,"latitude, longitude, depth",pass,,
SWC,Varberg2,"latitude, longitude, depth",pass,,
SWC,Varberg3,"latitude, longitude, depth",pass,,
SWC,Marstrand3,depth,fail,2,5
SWC,Helsingborg1,"latitude, longitude, depth",pass,,
SWC,Helsingborg2,"latitude, longitude, depth",pass,,
SWC,Preemraff2,"latitude, longitude, depth",pass,,
SWC,Preemraff1,"latitude, longitude, depth",pass,,
SchleswigHolstein,SHNP1,depth,fail,no measurements,not provided
SchleswigHolstein,SHNP1,"latitude, longitude, depth",pass,,
RavMarina,RavM2,depth,fail,no measurements,1.5
RavMarina,RavM2,"latitude, longitude, depth",pass,,
RavMarina,RavM3,depth,fail,no measurements,1.5
RavMarina,RavM3,"latitude, longitude, depth",pass,,
RavMarina,RavM1,depth,fail,no measurements,1.5
RavMarina,RavM1,"latitude, longitude, depth",pass,,
RavHarbour,RavH1,depth,fail,no measurements,1.5
RavHarbour,RavH1,"latitude, longitude, depth",pass,,
RavHarbour,RavH2,depth,fail,no measurements,1.5
RavHarbour,RavH2,"latitude, longitude, depth",pass,,
RavHarbour,RavH3,depth,fail,no measurements,1.5
RavHarbour,RavH3,"latitude, longitude, depth",pass,,
AdriaticEastCoast,Ven3,latitude,value is different but not significantly,45.31666700,45.314167
AdriaticEastCoast,Ven3,longitude,value is different but not significantly,12.50000000,12.508333
AdriaticEastCoast,Ven1,latitude,value is different but not significantly,45.31666700,45.314167
AdriaticEastCoast,Ven1,longitude,value is different but not significantly,12.50000000,12.508333
AdriaticEastCoast,Ven2,latitude,value is different but not significantly,45.31666700,45.314167
AdriaticEastCoast,Ven2,longitude,value is different but not significantly,12.50000000,12.508333
