OTUID,taxonomicClassificationOrig,Domain,Supergroup,Division/Kingdom,Phylum/Class,Level_X,Level_XX,Level_XXX,Level_XXXX,Level_XXXXX,genus_species
Otu772,Main genome;Eukaryota;Excavata;Discoba;Kinetoplastea;Parabodonida;Parabodonidae;Parabodo (Parabodonidae);Parabodo (Parabodo (Parabodonidae));sp. (Parabodo (Parabodo (Parabodonidae))),Eukaryota,Excavata,Discoba,Kinetoplastea,Parabodonida,Parabodonidae,NA,NA,NA,NA
Otu89,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida,Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,NA,NA,NA,NA
Otu1,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea;Chelyosoma;Chelyosoma (species);Unknown Chelyosoma (species) strain 1,Eukaryota,Opisthokonta,Metazoa,Urochordata,Ascidiacea,Chelyosoma,NA,NA,NA,NA
Otu92,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paramenophia,NA,NA,NA
Otu26,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);Unknown Cnidaria (class) order 1,Eukaryota,Opisthokonta,Metazoa,Cnidaria,NA,NA,NA,NA,NA,NA
Otu352,Main genome;Eukaryota;Stramenopiles;Sagenista;MAST-9;MAST-9D;MAST-9D (order);X (MAST-9D (order));MAST-9D (X (MAST-9D (order)));XX (MAST-9D (X (MAST-9D (order))));MAST-9D (XX (MAST-9D (X (MAST-9D (order)))));XX (MAST-9D (XX (MAST-9D (X (MAST-9D (order))))));sp. (XX (MAST-9D (XX (MAST-9D (X (MAST-9D (order))))))),Eukaryota,Stramenopiles,Sagenista,MAST-9,MAST-9D,NA,NA,NA,NA,NA
Otu1219,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales (order);X (Chlamydomonadales (order));Chlorococcum;Unknown Chlorococcum species 1,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcum,NA,NA,NA,NA
Otu1218,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));GRE1;Gregarinomorphea (GRE1);X (Gregarinomorphea (GRE1));GRE1 (X (Gregarinomorphea (GRE1)));X (GRE1 (X (Gregarinomorphea (GRE1))));Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))));X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))));GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))));XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))));Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))))));X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))))));GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))))))));XX (GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))))))));sp. (XX (GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,GRE1,NA,NA,NA,NA,NA
Otu1217,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;Sandonidae (family);X (Sandonidae (family));Sandonidae (X (Sandonidae (family)));X (Sandonidae (X (Sandonidae (family))));sp. (X (Sandonidae (X (Sandonidae (family))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,NA,NA,NA,NA
Otu1216,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Olpidophydiales;Unknown Olpidophydiales genus 2,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Olpidophydiales,NA,NA,NA,NA,NA
Otu1215,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,NA,NA,NA,NA
Otu1214,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12E;MAST-12E (order);X (MAST-12E (order));MAST-12E (X (MAST-12E (order)));XX (MAST-12E (X (MAST-12E (order))));MAST-12E (XX (MAST-12E (X (MAST-12E (order)))));XX (MAST-12E (XX (MAST-12E (X (MAST-12E (order))))));sp. (XX (MAST-12E (XX (MAST-12E (X (MAST-12E (order))))))),Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12E,NA,NA,NA,NA,NA
Otu1213,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);EUG3;Eugregarinorida (EUG3);EUG3 (Eugregarinorida (EUG3));X (EUG3 (Eugregarinorida (EUG3)));Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))));EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))));X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))));sp. (X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,EUG3,NA,NA,NA,NA
Otu1212,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Unknown Cephaloidophoridae family 11,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,NA,NA,NA,NA
Otu1211,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Calomicrolaimus;Unknown Calomicrolaimus species 1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Calomicrolaimus,NA,NA,NA,NA
Otu1210,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,NA,NA
Otu353,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Unknown Gregarinidae family 2,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,NA,NA,NA,NA
Otu1329,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,NA,NA,NA,NA,NA
Otu1328,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes (family);X (Agaricomycetes (family));Agaricomycetes (X (Agaricomycetes (family)));X (Agaricomycetes (X (Agaricomycetes (family))));sp. (X (Agaricomycetes (X (Agaricomycetes (family))))),Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA,NA,NA
Otu1323,Main genome;Eukaryota;Amoebozoa;Conosa;Variosea;Variosea (class);X (Variosea (class));Variosea (X (Variosea (class)));XX (Variosea (X (Variosea (class))));Variosea (XX (Variosea (X (Variosea (class)))));XXX (Variosea (XX (Variosea (X (Variosea (class))))));Variosea (XXX (Variosea (XX (Variosea (X (Variosea (class)))))));XXX (Variosea (XXX (Variosea (XX (Variosea (X (Variosea (class))))))));sp. (XXX (Variosea (XXX (Variosea (XX (Variosea (X (Variosea (class))))))))),Eukaryota,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA,NA,NA
Otu1322,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Araphid-pennate,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Araphid-pennate,NA,NA,NA,NA,NA
Otu1321,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;X (Rhyzophidiales);Rhyzophidiales (X (Rhyzophidiales));X (Rhyzophidiales (X (Rhyzophidiales)));sp. (X (Rhyzophidiales (X (Rhyzophidiales)))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales,NA,NA,NA
Otu1320,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;X (Rhyzophidiales);Rhyzophidiales (X (Rhyzophidiales));X (Rhyzophidiales (X (Rhyzophidiales)));sp. (X (Rhyzophidiales (X (Rhyzophidiales)))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales,NA,NA,NA
Otu1327,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;X (Rhyzophidiales);Rhyzophidiales (X (Rhyzophidiales));X (Rhyzophidiales (X (Rhyzophidiales)));sp. (X (Rhyzophidiales (X (Rhyzophidiales)))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales,NA,NA,NA
Otu1326,Main genome;Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Unknown Planomonadidae order 1,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,NA,NA,NA,NA,NA
Otu1325,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Ichthyophonidae;Unknown Ichthyophonidae family 2,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Ichthyophonidae,NA,NA,NA,NA
Otu1324,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class)),Eukaryota,Stramenopiles,Pseudofungi,Oomycota,NA,NA,NA,NA,NA,NA
Otu318,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4 (family);X (Dino-Group-I-Clade-4 (family));Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)));X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))));sp. (X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,NA,NA,NA,NA
Otu319,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate;Cocconeis;Cocconeis (species),Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Raphid-pennate,Cocconeis,NA,NA,NA,NA
Otu310,Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class)))),Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,NA,NA,NA,NA,NA,NA
Otu312,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda,Eukaryota,Opisthokonta,Metazoa,Nematoda,NA,NA,NA,NA,NA,NA
Otu313,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));GRE3;Gregarinomorphea (GRE3);X (Gregarinomorphea (GRE3));GRE3 (X (Gregarinomorphea (GRE3)));X (GRE3 (X (Gregarinomorphea (GRE3))));Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))));X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))));GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))));XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))));Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))))));X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))));GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3)))))))))));XX (GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))))));sp. (XX (GRE3 (X (Gregarinomorphea (XX (GRE3 (X (Gregarinomorphea (X (GRE3 (X (Gregarinomorphea (GRE3))))))))))))),Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,GRE3,NA,NA,NA,NA,NA
Otu314,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Haliphthorales;Haliphthorales (genus);X (Haliphthorales (genus));Haliphthorales (X (Haliphthorales (genus)));X (Haliphthorales (X (Haliphthorales (genus))));sp. (X (Haliphthorales (X (Haliphthorales (genus))))),Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Haliphthorales,NA,NA,NA,NA,NA
Otu315,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Unknown Malacostraca family 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,NA,NA,NA,NA
Otu798,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ulvales-relatives (order);X (Ulvales-relatives (order));Desmochloris;Unknown Desmochloris species 1,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Desmochloris,NA,NA,NA,NA
Otu794,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Wallemiomycetes;Wallemiales,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,NA,NA,NA,NA
Otu795,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,NA,NA
Otu797,Main genome;Eukaryota;Stramenopiles;Ochrophyta,Eukaryota,Stramenopiles,Ochrophyta,NA,NA,NA,NA,NA,NA,NA
Otu792,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia;Philasterida,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia,Philasterida,NA,NA,NA,NA
Otu793,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea (order);X (Enoplea (order));Enoplus;Unknown Enoplus species 1,Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplus,NA,NA,NA,NA
Otu1037,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,NA,NA,NA,NA,NA
Otu1036,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))))),Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,NA,NA,NA,NA,NA
Otu1035,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,NA,NA,NA,NA
Otu1034,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16 (family);X (Dino-Group-II-Clade-16 (family));Dino-Group-II-Clade-16 (X (Dino-Group-II-Clade-16 (family)));X (Dino-Group-II-Clade-16 (X (Dino-Group-II-Clade-16 (family))));sp. (X (Dino-Group-II-Clade-16 (X (Dino-Group-II-Clade-16 (family))))),Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,NA,NA,NA,NA
Otu1033,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))))),Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,NA,NA,NA,NA,NA
Otu1032,Main genome;Eukaryota;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Unknown Colpodellaceae family 1,Eukaryota,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellaceae,NA,NA,NA,NA
Otu558,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;Thraustochytriaceae (family);LAB17;Thraustochytriaceae (LAB17);LAB17 (Thraustochytriaceae (LAB17));sp. (LAB17 (Thraustochytriaceae (LAB17))),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytrida,Thraustochytriaceae,LAB17,NA,NA,NA
Otu1030,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Suillus;Suillus (genus),Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Suillus,NA,NA,NA
Otu557,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Chaetoceros;Unknown Chaetoceros species 1,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Polar-centric-Mediophyceae,Chaetoceros,NA,NA,NA,NA
Otu554,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu555,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;X (Rhyzophidiales);Rhyzophidiales (X (Rhyzophidiales));X (Rhyzophidiales (X (Rhyzophidiales)));sp. (X (Rhyzophidiales (X (Rhyzophidiales)))),Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales,NA,NA,NA
Otu552,Main genome;Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP (class);X (CONThreeP (class));CONThreeP (X (CONThreeP (class)));XX (CONThreeP (X (CONThreeP (class))));Askenasia;Askenasia (strain);sp. (Askenasia (strain)),Eukaryota,Alveolata,Ciliophora,CONThreeP,Askenasia,NA,NA,NA,NA,NA
Otu553,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,NA,NA,NA,NA
Otu1039,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea (class);X (Filosa-Imbricatea (class));Filosa-Imbricatea (X (Filosa-Imbricatea (class)));XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class))));Filosa-Imbricatea (XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class)))));XXX (Filosa-Imbricatea (XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class))))));Filosa-Imbricatea (XXX (Filosa-Imbricatea (XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class)))))));XXX (Filosa-Imbricatea (XXX (Filosa-Imbricatea (XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class))))))));sp. (XXX (Filosa-Imbricatea (XXX (Filosa-Imbricatea (XX (Filosa-Imbricatea (X (Filosa-Imbricatea (class))))))))),Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,NA,NA,NA,NA,NA,NA
Otu1038,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,NA,NA
Otu777,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes (class);X (Labyrinthulomycetes (class));Labyrinthulomycetes (X (Labyrinthulomycetes (class)));X (Labyrinthulomycetes (X (Labyrinthulomycetes (class))));LAB1;Labyrinthulomycetes (LAB1);X (Labyrinthulomycetes (LAB1));LAB8;Labyrinthulomycetes (LAB8);X (Labyrinthulomycetes (LAB8));LAB8 (X (Labyrinthulomycetes (LAB8)));sp. (LAB8 (X (Labyrinthulomycetes (LAB8)))),Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,LAB1,LAB8,NA,NA,NA,NA
Otu774,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Unknown X (Heterotrichea (class)) family 1,Eukaryota,Alveolata,Ciliophora,Heterotrichea,NA,NA,NA,NA,NA,NA
Otu775,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cancerillidae;Unknown Cancerillidae genus 1,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Cancerillidae,NA,NA,NA
Otu773,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,NA,NA
Otu770,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))))),Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,NA,NA,NA,NA,NA
Otu771,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicolidae (family);X (Vaginicolidae (family));Vaginicolidae (X (Vaginicolidae (family)));X (Vaginicolidae (X (Vaginicolidae (family))));sp. (X (Vaginicolidae (X (Vaginicolidae (family))))),Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia,Vaginicolidae,NA,NA,NA,NA
Otu958,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Folliculinidae,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Folliculinidae,NA,NA,NA,NA,NA
Otu959,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA,NA,NA,NA
Otu778,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);Unknown Chromadorea (order) family 6,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA,NA
