ASV_number:amplicon,ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40_r1,ARMS_Crete_1HERP_20190612_20191011_MF90_r1,ARMS_Crete_1HERP_20190612_20191011_SF_r1,ARMS_Crete_1HERP_20190612_20200210_MF500_r1,ARMS_Crete_1HERP_20190612_20200210_MF90_r1,ARMS_Crete_1HERP_20190612_20200210_SF_r1,ARMS_Crete_1HERP_20190612_20200618_MF500_r1,ARMS_Crete_1HERP_20190612_20200618_MF90_r1,ARMS_Crete_1HERP_20190612_20200618_SF_r1,ARMS_Crete_2UBPC_20190924_20201211_MF500_r1,ARMS_Crete_2UBPC_20190924_20201211_MF90_r1,ARMS_Gdynia_GDY1_20190619_20191029_MF500_r1,ARMS_Getxo_G2_20190624_20191016_MF100_r1,ARMS_Laeso_Laeso1_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso1_20190819_20200811_MF500_r1,ARMS_Laeso_Laeso2_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso2_20190819_20200811_SF40_r1,ARMS_Laeso_Laeso3_20190819_20200811_MF100_r1,ARMS_Laeso_Laeso3_20190819_20200811_MF500_r1,ARMS_Laeso_Laeso3_20190819_20200811_SF40_r1,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40_r1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100_r1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500_r1,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40_r1,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH_r1,ARMS_Svalbard_S1_20190806_20200804_MF100_r1,ARMS_Svalbard_S1_20190806_20200804_MF500_r1,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH_r1,ARMS_Svalbard_S2_20190805_20200801_SF40_r1,ARMS_Vigo_TorallaA_20190625_20191014_SF40_r1,Classification,TAXON:NCBI_TAX_ID
ASV_19:37f1383ca5e1f70aaa08554fbf32ae4ad0753e94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Ptilonorhynchidae;Prionodura;Prionodura newtoniana,Prionodura newtoniana:34935
ASV_20:b0379d1ade760d3644dcbd624ea8f289a5d8a88f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Phallusia;Phallusia ingeria,Phallusia ingeria:286199
ASV_21:8e1e9564c5e9c42fdeadb59c1103de3ba4bda049,1,0,0,0,9,0,3,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Diplopoda;Spirobolida;Spirobolidae;Narceus;Narceus annularus,Narceus annularus:174156
ASV_22:d5ab26f55b9ab8baf64a3a7ca654c2d50b08af2d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,585,Eukaryota;Echinodermata;Echinoidea;Echinoida;Echinidae;Psammechinus;Psammechinus miliaris,Psammechinus miliaris:7660
ASV_23:da3771f112c2da87b4a63a2c751421e7fe71d9d1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,223,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Nereimyra;Nereimyra punctata,Nereimyra punctata:222006
ASV_24:731a1f0917895bf1853b5efcd50bf5081b38a5b7,0,0,0,0,0,0,0,0,0,0,0,0,0,174,7,0,0,11,51,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida edwarsi,Myrianida edwarsi:885933
ASV_25:030ef831052776d224d425529dec661a262a047d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Portunidae;Bathynectes;Bathynectes longispina,Bathynectes longispina:1100046
ASV_26:5a4a66a86008ee2f3d959b731fa2b0cac264c189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Syllidia;Syllidia armata,Syllidia armata:378361
ASV_27:95db66d16acc698e7ff1301580dc406e8ebae3f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Ephemeroptera;Baetidae;Labiobaetis;Labiobaetis vallus,Labiobaetis vallus:2501358
ASV_28:24692810d99a3e4bea4f93e5ef498c750eef8e5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,41,0,0,22,0,0,0,0,92,0,0,0,0,2,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida prolifera,Myrianida prolifera:884656
ASV_29:34db4b9bb9f1c905364c01935bd48b6d2b850687,1,0,0,0,0,0,0,0,2,0,0,19,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,245,Eukaryota;Annelida;Polychaeta;Dinophilidae;Dinophilidae;Dinophilus;Dinophilus vorticoides,Dinophilus vorticoides:2576727
ASV_30:b86aeb2f93ce88ff290a5b121d6ca779472dea05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Carcinidae;Carcinus;Carcinus maenas,Carcinus maenas:6759
ASV_31:641bac07ea87f1ca7c01499d93267e36f8e95c85,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,0,8,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia geniculata,Obelia geniculata:185004
ASV_32:e0f9988a45b88ebfcc4f1d4349df7f321dee4f43,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,7,0,17,0,0,2,0,0,1,0,165,Eukaryota;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces;Sterigmatomyces sp,Sterigmatomyces sp:1972484
ASV_33:1171821cc76b72a61a1d0d4f6aca44fe7b06c744,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Onthophagus;Onthophagus bicallosus,Onthophagus bicallosus:1848760
ASV_34:856db9b9434685e1d28055020ca544898c3fe23c,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;Syllis gerlachi,Syllis gerlachi:418369
ASV_35:9d5e4d327ac92f1e4cbf73e873da5fe532eabf9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;Bougainvillia muscus,Bougainvillia muscus:308567
ASV_36:460abf0b8ca5fb9fbcc64d7dc2f8b688be892a77,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,0,2,2,3,0,0,0,119,6,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe impar,Harmothoe impar:46595
ASV_37:12b56e9ce1f940e1180f4241c392aac645ded986,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Phasmatodea;Phasmatidae;Entoria;Entoria okinawaensis,Entoria okinawaensis:590984
ASV_38:2eb175282377c3bbc8201cedd8a9521ea2c67370,0,0,0,0,0,0,0,0,0,0,0,0,0,22,133,0,9,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis pelagica,Nereis pelagica:194549
ASV_39:877b9fe40ab5137a63cb767b7d05b39d83e253fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Plecoptera;Perlidae;Acroneuria;Acroneuria hainana,Acroneuria hainana:1571577
ASV_40:539fb64a752ce46944cc3a835de1c74043371262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,199,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Testudines;Testudines;Testudinidae;Testudo;Testudo kleinmanni,Testudo kleinmanni:101700
ASV_41:90fa21d7f967bee07067c8b8c0e280af6284823e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora haswelli,Polydora haswelli:1167211
ASV_42:5d9e1e0a29537ee82e464def7fef99ceaade3984,0,0,0,0,0,0,0,0,0,0,0,0,0,78,6,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Liparis;Liparis montagui,Liparis montagui:446793
ASV_43:9bb4a9969d3ee3a8d9a03e6cf9891a766552190f,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis afra,Caenorhabditis afra:1094335
ASV_44:c5cd0b0ad3068282788470c882d5d556a7fc7aac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,Eukaryota;Chordata;Mammalia;Rodentia;Muridae;Mus;Mus saxicola,Mus saxicola:10094
ASV_45:79f3015acf3d6a00e99c1fb5dd68d75f8e937511,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Callopora;Callopora lineata,Callopora lineata:560967
ASV_46:f7781e8b9953dfcf2f665a1b7ad237b745134a38,0,0,0,0,0,2,5,0,0,1,0,139,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,1,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Mesogloia;Mesogloia ikomae,Mesogloia ikomae:309742
ASV_47:640284d62fb77097c0cfb3d89cbf04360380666b,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula toruloides,Rhodotorula toruloides:5286
ASV_48:8f481b9480cf57576ef1a0ecd9d9404b2c979198,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Ectopleura;Ectopleura larynx,Ectopleura larynx:264052
ASV_49:42ee08b6b5d2f287a2e08cd5d2f4bca0770e07c8,0,0,0,2,0,1,1,0,0,2,0,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Lysianassidae;Onisimus;Onisimus nanseni,Onisimus nanseni:583350
ASV_50:08d0037a4009afd030251986ed6ba94e9fd1da2e,4,0,0,0,0,3,4,0,2,3,0,0,0,0,0,0,27,1,0,0,0,0,0,1,1,1,4,0,0,0,0,125,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Cribrilina;Cribrilina mutabilis,Cribrilina mutabilis:2865492
ASV_51:2c8d52aedb27bd57b0140c23ae2546ca5baa534a,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Rhombosoleidae;Colistium;Colistium nudipinnis,Colistium nudipinnis:1156758
ASV_52:a46694220b0d1b679f6c2ef45da3b40586450f68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,Eukaryota;Mollusca;Bivalvia;Myoida;Hiatellidae;Hiatella;Hiatella arctica,Hiatella arctica:120431
ASV_53:b0a7f6dff138a4ffae34636597a2bf3d856a4d9b,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Orbiniidae;Orbiniidae;Naineris;Naineris laevigata,Naineris laevigata:645996
ASV_54:0430c42238b46816e59e1648d4b7f7b55e6ca9dd,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Leiodidae;Bathysciola;Bathysciola valeriae,Bathysciola valeriae:2100739
ASV_55:751c332163b9307b1aa2b4ccbbdcb2c26573a8f0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Pista;Pista australis,Pista australis:104725
ASV_56:ee9940f4212a09ae8414f162f5f1408646cd625a,0,0,0,0,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Diplopoda;Chordeumatida;Attemsiidae;Syngonopodium;Syngonopodium cornutum,Syngonopodium cornutum:1569535
ASV_57:01346a25af0a0adfd16626cca697349b6cd15702,0,0,1,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Agelenidae;Maimuna;Maimuna cretica,Maimuna cretica:680019
ASV_58:9314699521b5e758550f7d10bead6a5e28bcf931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,46,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Dynamena;Dynamena pumila,Dynamena pumila:308606
ASV_59:055da2104cf94f9d44075d1a6e4e5fc78ebaaa92,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Odontosyllis;Odontosyllis freycinetensis,Odontosyllis freycinetensis:1045417
ASV_60:52395f6b26f766452fb98192dd3564740affb830,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Nudibranchia;Trinchesiidae;Tenellia;Tenellia foliata,Tenellia foliata:2773490
ASV_61:c77101d4a16459a17d90f37d36ab36b13403a2a6,3,0,0,0,0,0,3,0,0,2,0,59,0,0,0,3,0,0,0,0,0,1,0,2,1,0,0,0,0,16,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_62:752cdcfeaf4ef521ae1c5a76f0df0d2200eb6ccd,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,0,0,25,2,7,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Eusyllis;Eusyllis blomstrandi,Eusyllis blomstrandi:199554
ASV_63:f7806e9795c811c00b836d65e1c3a5ddf36499d0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,46,0,8,0,0,0,0,0,1,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica,Clytia hemisphaerica:252671
ASV_64:cca5f41045b0a61fb8e919016701b50f441cd401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,6,Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria panicea,Halichondria panicea:6063
ASV_65:075206d41c8b6d0ee787dcc09458a5567287d5d1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa beccarii,Caloglossa beccarii:131038
ASV_66:b0def8e326d53a5c73ed12c28cb498e966457be7,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium,Cylindrotheca closterium:2856
ASV_67:aaf80379fc6290b79ab098bf64d5410ab7d25a42,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,25,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Capitellida;Arenicolidae;Arenicola;Arenicola defodiens,Arenicola defodiens:699073
ASV_68:2c95354724343cfb0a4fc19439cde32d596acb5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila nappae,Drosophila nappae:218700
ASV_69:9690ab92fc4db861fe64563f16ae61ed429f6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Laetmonice;Laetmonice producta,Laetmonice producta:2153329
ASV_70:101a0756c4062c269cdc176578e09c01fb782125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eumida;Eumida notata,Eumida notata:945092
ASV_71:abfd96519a924f8cfa8887f8667fa66dd90dc0c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,26,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Eviota;Eviota ocellifer,Eviota ocellifer:2301492
ASV_72:621f87bcc421214441d647ee16b45f90a56e7dfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,27,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Tephritidae;Anastrepha;Anastrepha integra,Anastrepha integra:2006249
ASV_73:1bf5dc8af0b9bb61af760af7adcccaf55748d812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Cirratulidae;Cirratulus;Cirratulus cirratus,Cirratulus cirratus:394749
